origin1;origin2;origin3;origin4;religion1;religion2;religion3;religion4;location
Nepal;Japan;Papua New Guinea;Sudan;Hindu;Shintoist;Christian;Muslim;Nepal
Sudan;Papua New Guinea;Japan;Thailand;Muslim;Christian;Shintoist;Budhist;Sudan
Sudan;Papua New Guinea;Japan;Vietnam;Muslim;Christian;Shintoist;Budhist;Vietnam
India;Sudan;Brazil;Japan;Hindu;Muslim;Christian;Shintoist;Japan
Nepal;Japan;Brazil;Sudan;Hindu;Shintoist;Christian;Muslim;Sudan
Sudan;Thailand;Japan;Brazil;Muslim;Budhist;Shintoist;Christian;Brazil
Brazil;Vietnam;Sudan;Japan;Christian;Budhist;Muslim;Shintoist;Vietnam
India;Sudan;Colombia;Japan;Hindu;Muslim;Christian;Shintoist;India
Colombia;Nepal;Japan;Sudan;Christian;Hindu;Shintoist;Muslim;Nepal
Sudan;Thailand;Japan;Colombia;Muslim;Budhist;Shintoist;Christian;Thailand
Colombia;Sudan;Japan;Vietnam;Christian;Muslim;Shintoist;Budhist;Vietnam
India;Sudan;Georgia;Japan;Hindu;Muslim;Christian;Shintoist;India
Japan;Thailand;India;Sudan;Shintoist;Budhist;Hindu;Muslim;Sudan
Japan;Vietnam;Sudan;India;Shintoist;Budhist;Muslim;Hindu;Japan
Philippines;Japan;Sudan;India;Christian;Shintoist;Muslim;Hindu;Sudan
Greece;Sudan;Japan;India;Christian;Muslim;Shintoist;Hindu;Sudan
South Africa;Japan;Sudan;India;Christian;Shintoist;Muslim;Hindu;Japan
Japan;Italy;Sudan;India;Shintoist;Christian;Muslim;Hindu;Italy
Japan;Sudan;India;Nigeria;Shintoist;Muslim;Hindu;Christian;India
India;France;Sudan;Japan;Hindu;Christian;Muslim;Shintoist;Sudan
Sudan;India;Germany;Japan;Muslim;Hindu;Christian;Shintoist;Japan
Japan;Nepal;Sudan;Georgia;Shintoist;Hindu;Muslim;Christian;Sudan
Sudan;Thailand;Japan;Nepal;Muslim;Budhist;Shintoist;Hindu;Nepal
Sudan;Vietnam;Nepal;Japan;Muslim;Budhist;Hindu;Shintoist;Nepal
Sudan;Japan;Nepal;Philippines;Muslim;Shintoist;Hindu;Christian;Sudan
Japan;Sudan;Greece;Nepal;Shintoist;Muslim;Christian;Hindu;Japan
Japan;Nepal;South Africa;Sudan;Shintoist;Hindu;Christian;Muslim;Sudan
Sudan;Japan;Italy;Nepal;Muslim;Shintoist;Christian;Hindu;Nepal
Japan;Sudan;Nepal;Nigeria;Shintoist;Muslim;Hindu;Christian;Japan
Sudan;Japan;Nepal;France;Muslim;Shintoist;Hindu;Christian;France
Japan;Nepal;Germany;Sudan;Shintoist;Hindu;Christian;Muslim;Sudan
Georgia;Sudan;Thailand;Japan;Christian;Muslim;Budhist;Shintoist;Sudan
Japan;Vietnam;Sudan;Georgia;Shintoist;Budhist;Muslim;Christian;Sudan
Sudan;Greece;Japan;Thailand;Muslim;Christian;Shintoist;Budhist;Greece
South Africa;Japan;Thailand;Sudan;Christian;Shintoist;Budhist;Muslim;Japan
Japan;Sudan;Thailand;Italy;Shintoist;Muslim;Budhist;Christian;Japan
Nigeria;Japan;Thailand;Sudan;Christian;Shintoist;Budhist;Muslim;Nigeria
Sudan;Thailand;France;Japan;Muslim;Budhist;Christian;Shintoist;Sudan
Thailand;Sudan;Japan;Germany;Budhist;Muslim;Shintoist;Christian;Germany
Greece;Vietnam;Sudan;Japan;Christian;Budhist;Muslim;Shintoist;Sudan
Japan;South Africa;Sudan;Vietnam;Shintoist;Christian;Muslim;Budhist;Japan
Vietnam;Sudan;Italy;Japan;Budhist;Muslim;Christian;Shintoist;Sudan
Sudan;Vietnam;Japan;Nigeria;Muslim;Budhist;Shintoist;Christian;Japan
Japan;Sudan;France;Vietnam;Shintoist;Muslim;Christian;Budhist;Vietnam
Vietnam;Germany;Sudan;Japan;Budhist;Christian;Muslim;Shintoist;Vietnam
Bangladesh;Mexico;Thailand;Japan;Muslim;Christian;Budhist;Shintoist;Mexico
Vietnam;Japan;Bangladesh;Mexico;Budhist;Shintoist;Muslim;Christian;Vietnam
Mexico;Japan;Thailand;India;Christian;Shintoist;Budhist;Hindu;Mexico
Mexico;India;Japan;Vietnam;Christian;Hindu;Shintoist;Budhist;Mexico
Mexico;Thailand;Nepal;Japan;Christian;Budhist;Hindu;Shintoist;Nepal
Mexico;Japan;Vietnam;Nepal;Christian;Shintoist;Budhist;Hindu;Mexico
Mexico;Pakistan;Thailand;Japan;Christian;Muslim;Budhist;Shintoist;Mexico
Mexico;Pakistan;Japan;Vietnam;Christian;Muslim;Shintoist;Budhist;Japan
Japan;Canada;Thailand;Bangladesh;Shintoist;Christian;Budhist;Muslim;Japan
Vietnam;Bangladesh;Canada;Japan;Budhist;Muslim;Christian;Shintoist;Canada
Thailand;Canada;India;Japan;Budhist;Christian;Hindu;Shintoist;Japan
Japan;India;Vietnam;Canada;Shintoist;Hindu;Budhist;Christian;Japan
Canada;Japan;Thailand;Nepal;Christian;Shintoist;Budhist;Hindu;Canada
Nepal;Japan;Canada;Vietnam;Hindu;Shintoist;Christian;Budhist;Nepal
Canada;Thailand;Japan;Pakistan;Christian;Budhist;Shintoist;Muslim;Thailand
Japan;Canada;Vietnam;Pakistan;Shintoist;Christian;Budhist;Muslim;Pakistan
Thailand;Bangladesh;United States of America;Japan;Budhist;Muslim;Christian;Shintoist;United States of America
Bangladesh;United States of America;Vietnam;Japan;Muslim;Christian;Budhist;Shintoist;Vietnam
Thailand;United States of America;Japan;India;Budhist;Christian;Shintoist;Hindu;Thailand
Vietnam;United States of America;Japan;India;Budhist;Christian;Shintoist;Hindu;United States of America
Thailand;Nepal;Japan;United States of America;Budhist;Hindu;Shintoist;Christian;Japan
Nepal;Vietnam;Japan;United States of America;Hindu;Budhist;Shintoist;Christian;Vietnam
Japan;Thailand;United States of America;Pakistan;Shintoist;Budhist;Christian;Muslim;Pakistan
Pakistan;United States of America;Japan;Vietnam;Muslim;Christian;Shintoist;Budhist;Japan
Bangladesh;Sweden;Japan;Thailand;Muslim;Christian;Shintoist;Budhist;Sweden
Bangladesh;Sweden;Japan;Vietnam;Muslim;Christian;Shintoist;Budhist;Vietnam
India;Japan;Thailand;Sweden;Hindu;Shintoist;Budhist;Christian;India
Japan;Sweden;India;Vietnam;Shintoist;Christian;Hindu;Budhist;India
Thailand;Japan;Nepal;Sweden;Budhist;Shintoist;Hindu;Christian;Thailand
Japan;Nepal;Sweden;Vietnam;Shintoist;Hindu;Christian;Budhist;Sweden
Pakistan;Sweden;Thailand;Japan;Muslim;Christian;Budhist;Shintoist;Japan
Sweden;Pakistan;Vietnam;Japan;Christian;Muslim;Budhist;Shintoist;Sweden
Bangladesh;Japan;United Kingdom;Thailand;Muslim;Shintoist;Christian;Budhist;Japan
Bangladesh;Japan;Vietnam;United Kingdom;Muslim;Shintoist;Budhist;Christian;Bangladesh
Japan;United Kingdom;India;Thailand;Shintoist;Christian;Hindu;Budhist;India
India;United Kingdom;Vietnam;Japan;Hindu;Christian;Budhist;Shintoist;India
Japan;United Kingdom;Thailand;Nepal;Shintoist;Christian;Budhist;Hindu;Japan
United Kingdom;Japan;Vietnam;Nepal;Christian;Shintoist;Budhist;Hindu;Nepal
United Kingdom;Thailand;Pakistan;Japan;Christian;Budhist;Muslim;Shintoist;Thailand
Vietnam;United Kingdom;Pakistan;Japan;Budhist;Christian;Muslim;Shintoist;United Kingdom
Japan;Thailand;Bangladesh;Australia;Shintoist;Budhist;Muslim;Christian;Japan
Bangladesh;Vietnam;Australia;Japan;Muslim;Budhist;Christian;Shintoist;Bangladesh
Japan;Australia;India;Thailand;Shintoist;Christian;Hindu;Budhist;India
Vietnam;Australia;India;Japan;Budhist;Christian;Hindu;Shintoist;India
Australia;Nepal;Japan;Thailand;Christian;Hindu;Shintoist;Budhist;Thailand
Australia;Japan;Nepal;Vietnam;Christian;Shintoist;Hindu;Budhist;Vietnam
Thailand;Australia;Japan;Pakistan;Budhist;Christian;Shintoist;Muslim;Pakistan
Japan;Pakistan;Vietnam;Australia;Shintoist;Muslim;Budhist;Christian;Pakistan
Japan;Bangladesh;Papua New Guinea;Thailand;Shintoist;Muslim;Christian;Budhist;Thailand
Bangladesh;Vietnam;Japan;Papua New Guinea;Muslim;Budhist;Shintoist;Christian;Vietnam
India;Papua New Guinea;Japan;Thailand;Hindu;Christian;Shintoist;Budhist;Papua New Guinea
Vietnam;India;Japan;Papua New Guinea;Budhist;Hindu;Shintoist;Christian;India
Japan;Nepal;Thailand;Papua New Guinea;Shintoist;Hindu;Budhist;Christian;Nepal
Vietnam;Japan;Papua New Guinea;Nepal;Budhist;Shintoist;Christian;Hindu;Vietnam
Thailand;Pakistan;Papua New Guinea;Japan;Budhist;Muslim;Christian;Shintoist;Japan
Japan;Pakistan;Papua New Guinea;Vietnam;Shintoist;Muslim;Christian;Budhist;Pakistan
Brazil;Japan;Thailand;Bangladesh;Christian;Shintoist;Budhist;Muslim;Brazil
Brazil;Japan;Vietnam;Bangladesh;Christian;Shintoist;Budhist;Muslim;Brazil
Thailand;Japan;India;Brazil;Budhist;Shintoist;Hindu;Christian;Thailand
India;Brazil;Vietnam;Japan;Hindu;Christian;Budhist;Shintoist;India
Brazil;Japan;Nepal;Thailand;Christian;Shintoist;Hindu;Budhist;Brazil
Vietnam;Japan;Nepal;Brazil;Budhist;Shintoist;Hindu;Christian;Brazil
Brazil;Japan;Thailand;Pakistan;Christian;Shintoist;Budhist;Muslim;Pakistan
Pakistan;Brazil;Japan;Vietnam;Muslim;Christian;Shintoist;Budhist;Brazil
Colombia;Bangladesh;Thailand;Japan;Christian;Muslim;Budhist;Shintoist;Thailand
Colombia;Vietnam;Bangladesh;Japan;Christian;Budhist;Muslim;Shintoist;Japan
Japan;Colombia;Thailand;India;Shintoist;Christian;Budhist;Hindu;Japan
India;Colombia;Vietnam;Japan;Hindu;Christian;Budhist;Shintoist;Vietnam
Colombia;Nepal;Japan;Thailand;Christian;Hindu;Shintoist;Budhist;Japan
Vietnam;Nepal;Colombia;Japan;Budhist;Hindu;Christian;Shintoist;Japan
Pakistan;Thailand;Japan;Colombia;Muslim;Budhist;Shintoist;Christian;Thailand
Vietnam;Pakistan;Colombia;Japan;Budhist;Muslim;Christian;Shintoist;Pakistan
Thailand;Georgia;Bangladesh;Japan;Budhist;Christian;Muslim;Shintoist;Thailand
Japan;Vietnam;Bangladesh;Georgia;Shintoist;Budhist;Muslim;Christian;Japan
Thailand;Greece;Japan;Bangladesh;Budhist;Christian;Shintoist;Muslim;Japan
Bangladesh;Japan;South Africa;Thailand;Muslim;Shintoist;Christian;Budhist;Bangladesh
Italy;Thailand;Bangladesh;Japan;Christian;Budhist;Muslim;Shintoist;Thailand
Nigeria;Thailand;Japan;Bangladesh;Christian;Budhist;Shintoist;Muslim;Thailand
Bangladesh;Thailand;Japan;France;Muslim;Budhist;Shintoist;Christian;Japan
Thailand;Germany;Japan;Bangladesh;Budhist;Christian;Shintoist;Muslim;Thailand
Bangladesh;Japan;Greece;Vietnam;Muslim;Shintoist;Christian;Budhist;Japan
Vietnam;South Africa;Japan;Bangladesh;Budhist;Christian;Shintoist;Muslim;Vietnam
Italy;Japan;Vietnam;Bangladesh;Christian;Shintoist;Budhist;Muslim;Japan
Nigeria;Japan;Bangladesh;Vietnam;Christian;Shintoist;Muslim;Budhist;Vietnam
Japan;France;Bangladesh;Vietnam;Shintoist;Christian;Muslim;Budhist;Vietnam
Bangladesh;Germany;Vietnam;Japan;Muslim;Christian;Budhist;Shintoist;Germany
India;Japan;Thailand;Georgia;Hindu;Shintoist;Budhist;Christian;India
Japan;Vietnam;India;Georgia;Shintoist;Budhist;Hindu;Christian;India
Japan;Greece;India;Thailand;Shintoist;Christian;Hindu;Budhist;Greece
South Africa;Japan;India;Thailand;Christian;Shintoist;Hindu;Budhist;Japan
Thailand;India;Japan;Italy;Budhist;Hindu;Shintoist;Christian;India
India;Nigeria;Japan;Thailand;Hindu;Christian;Shintoist;Budhist;Thailand
India;Thailand;Japan;France;Hindu;Budhist;Shintoist;Christian;France
India;Germany;Thailand;Japan;Hindu;Christian;Budhist;Shintoist;India
Vietnam;Greece;India;Japan;Budhist;Christian;Hindu;Shintoist;India
Japan;India;Vietnam;South Africa;Shintoist;Hindu;Budhist;Christian;South Africa
Italy;Japan;India;Vietnam;Christian;Shintoist;Hindu;Budhist;Japan
India;Vietnam;Japan;Nigeria;Hindu;Budhist;Shintoist;Christian;Nigeria
Japan;Vietnam;India;France;Shintoist;Budhist;Hindu;Christian;Vietnam
Germany;India;Japan;Vietnam;Christian;Hindu;Shintoist;Budhist;Vietnam
Nepal;Japan;Thailand;Georgia;Hindu;Shintoist;Budhist;Christian;Georgia
Nepal;Georgia;Vietnam;Japan;Hindu;Christian;Budhist;Shintoist;Japan
Greece;Nepal;Japan;Thailand;Christian;Hindu;Shintoist;Budhist;Greece
Japan;South Africa;Nepal;Thailand;Shintoist;Christian;Hindu;Budhist;South Africa
Nepal;Japan;Italy;Thailand;Hindu;Shintoist;Christian;Budhist;Thailand
Nigeria;Nepal;Japan;Thailand;Christian;Hindu;Shintoist;Budhist;Japan
Thailand;France;Nepal;Japan;Budhist;Christian;Hindu;Shintoist;France
Japan;Germany;Thailand;Nepal;Shintoist;Christian;Budhist;Hindu;Japan
Vietnam;Nepal;Greece;Japan;Budhist;Hindu;Christian;Shintoist;Greece
South Africa;Vietnam;Japan;Nepal;Christian;Budhist;Shintoist;Hindu;South Africa
Italy;Japan;Nepal;Vietnam;Christian;Shintoist;Hindu;Budhist;Japan
Nepal;Nigeria;Vietnam;Japan;Hindu;Christian;Budhist;Shintoist;Nepal
France;Japan;Nepal;Vietnam;Christian;Shintoist;Hindu;Budhist;Nepal
Japan;Nepal;Germany;Vietnam;Shintoist;Hindu;Christian;Budhist;Germany
Pakistan;Thailand;Georgia;Japan;Muslim;Budhist;Christian;Shintoist;Georgia
Japan;Pakistan;Georgia;Vietnam;Shintoist;Muslim;Christian;Budhist;Vietnam
Pakistan;Japan;Thailand;Greece;Muslim;Shintoist;Budhist;Christian;Thailand
Japan;Thailand;Pakistan;South Africa;Shintoist;Budhist;Muslim;Christian;Thailand
Thailand;Japan;Italy;Pakistan;Budhist;Shintoist;Christian;Muslim;Italy
Japan;Pakistan;Nigeria;Thailand;Shintoist;Muslim;Christian;Budhist;Thailand
Thailand;Pakistan;Japan;France;Budhist;Muslim;Shintoist;Christian;Thailand
Germany;Thailand;Japan;Pakistan;Christian;Budhist;Shintoist;Muslim;Japan
Vietnam;Japan;Greece;Pakistan;Budhist;Shintoist;Christian;Muslim;Vietnam
Vietnam;Japan;South Africa;Pakistan;Budhist;Shintoist;Christian;Muslim;Japan
Vietnam;Japan;Italy;Pakistan;Budhist;Shintoist;Christian;Muslim;Italy
Nigeria;Vietnam;Pakistan;Japan;Christian;Budhist;Muslim;Shintoist;Pakistan
Vietnam;Pakistan;France;Japan;Budhist;Muslim;Christian;Shintoist;Japan
Pakistan;Vietnam;Japan;Germany;Muslim;Budhist;Shintoist;Christian;Germany
India;Iran;Korea (South);Thailand;Hindu;Muslim;Christian;Budhist;Iran
India;Vietnam;Korea (South);Iran;Hindu;Budhist;Christian;Muslim;India
Korea (South);Nepal;Iran;Thailand;Christian;Hindu;Muslim;Budhist;Thailand
Korea (South);Vietnam;Nepal;Iran;Christian;Budhist;Hindu;Muslim;Iran
India;Thailand;Iraq;Korea (South);Hindu;Budhist;Muslim;Christian;Korea (South)
Iraq;India;Korea (South);Vietnam;Muslim;Hindu;Christian;Budhist;Korea (South)
Korea (South);Thailand;Iraq;Nepal;Christian;Budhist;Muslim;Hindu;Korea (South)
Nepal;Iraq;Vietnam;Korea (South);Hindu;Muslim;Budhist;Christian;Nepal
Turkey;Thailand;Korea (South);India;Muslim;Budhist;Christian;Hindu;Turkey
India;Turkey;Vietnam;Korea (South);Hindu;Muslim;Budhist;Christian;Vietnam
Korea (South);Thailand;Nepal;Turkey;Christian;Budhist;Hindu;Muslim;Korea (South)
Vietnam;Korea (South);Nepal;Turkey;Budhist;Christian;Hindu;Muslim;Vietnam
Thailand;Korea (South);Algeria;India;Budhist;Christian;Muslim;Hindu;Thailand
Korea (South);India;Algeria;Vietnam;Christian;Hindu;Muslim;Budhist;India
Nepal;Korea (South);Algeria;Thailand;Hindu;Christian;Muslim;Budhist;Korea (South)
Vietnam;Nepal;Algeria;Korea (South);Budhist;Hindu;Muslim;Christian;Vietnam
Korea (South);India;Egypt;Thailand;Christian;Hindu;Muslim;Budhist;Korea (South)
Egypt;Korea (South);Vietnam;India;Muslim;Christian;Budhist;Hindu;Vietnam
Egypt;Thailand;Nepal;Korea (South);Muslim;Budhist;Hindu;Christian;Thailand
Egypt;Nepal;Vietnam;Korea (South);Muslim;Hindu;Budhist;Christian;Korea (South)
Thailand;Sudan;Korea (South);India;Budhist;Muslim;Christian;Hindu;Thailand
Sudan;Korea (South);Vietnam;India;Muslim;Christian;Budhist;Hindu;Vietnam
Korea (South);Nepal;Thailand;Sudan;Christian;Hindu;Budhist;Muslim;Thailand
Korea (South);Nepal;Vietnam;Sudan;Christian;Hindu;Budhist;Muslim;Sudan
Romania;Iran;India;Thailand;Christian;Muslim;Hindu;Budhist;Romania
India;Vietnam;Romania;Iran;Hindu;Budhist;Christian;Muslim;Vietnam
Thailand;Iran;Romania;Nepal;Budhist;Muslim;Christian;Hindu;Romania
Nepal;Vietnam;Romania;Iran;Hindu;Budhist;Christian;Muslim;Romania
Romania;India;Thailand;Iraq;Christian;Hindu;Budhist;Muslim;India
Iraq;Romania;India;Vietnam;Muslim;Christian;Hindu;Budhist;Vietnam
Romania;Iraq;Thailand;Nepal;Christian;Muslim;Budhist;Hindu;Nepal
Nepal;Iraq;Romania;Vietnam;Hindu;Muslim;Christian;Budhist;Romania
Romania;Thailand;India;Turkey;Christian;Budhist;Hindu;Muslim;Turkey
Romania;India;Turkey;Vietnam;Christian;Hindu;Muslim;Budhist;Vietnam
Romania;Thailand;Turkey;Nepal;Christian;Budhist;Muslim;Hindu;Turkey
Nepal;Romania;Vietnam;Turkey;Hindu;Christian;Budhist;Muslim;Romania
Romania;Thailand;Algeria;India;Christian;Budhist;Muslim;Hindu;India
Vietnam;India;Romania;Algeria;Budhist;Hindu;Christian;Muslim;Romania
Algeria;Thailand;Nepal;Romania;Muslim;Budhist;Hindu;Christian;Algeria
Nepal;Vietnam;Romania;Algeria;Hindu;Budhist;Christian;Muslim;Algeria
Romania;Egypt;Thailand;India;Christian;Muslim;Budhist;Hindu;Egypt
Vietnam;Egypt;Romania;India;Budhist;Muslim;Christian;Hindu;Egypt
Romania;Thailand;Nepal;Egypt;Christian;Budhist;Hindu;Muslim;Nepal
Nepal;Egypt;Vietnam;Romania;Hindu;Muslim;Budhist;Christian;Romania
Thailand;India;Romania;Sudan;Budhist;Hindu;Christian;Muslim;Sudan
Sudan;India;Vietnam;Romania;Muslim;Hindu;Budhist;Christian;Sudan
Nepal;Thailand;Sudan;Romania;Hindu;Budhist;Muslim;Christian;Nepal
Nepal;Vietnam;Sudan;Romania;Hindu;Budhist;Muslim;Christian;Romania
India;Russian Federation;Thailand;Iran;Hindu;Christian;Budhist;Muslim;Iran
Iran;Russian Federation;Vietnam;India;Muslim;Christian;Budhist;Hindu;Vietnam
Nepal;Russian Federation;Iran;Thailand;Hindu;Christian;Muslim;Budhist;Iran
Nepal;Russian Federation;Iran;Vietnam;Hindu;Christian;Muslim;Budhist;Russian Federation
India;Thailand;Iraq;Russian Federation;Hindu;Budhist;Muslim;Christian;Russian Federation
India;Iraq;Russian Federation;Vietnam;Hindu;Muslim;Christian;Budhist;India
Russian Federation;Iraq;Nepal;Thailand;Christian;Muslim;Hindu;Budhist;Thailand
Vietnam;Russian Federation;Nepal;Iraq;Budhist;Christian;Hindu;Muslim;Russian Federation
India;Thailand;Russian Federation;Turkey;Hindu;Budhist;Christian;Muslim;Thailand
Vietnam;India;Turkey;Russian Federation;Budhist;Hindu;Muslim;Christian;India
Russian Federation;Turkey;Nepal;Thailand;Christian;Muslim;Hindu;Budhist;Thailand
Vietnam;Russian Federation;Turkey;Nepal;Budhist;Christian;Muslim;Hindu;Turkey
Algeria;Russian Federation;India;Thailand;Muslim;Christian;Hindu;Budhist;India
Russian Federation;Vietnam;Algeria;India;Christian;Budhist;Muslim;Hindu;Vietnam
Russian Federation;Thailand;Algeria;Nepal;Christian;Budhist;Muslim;Hindu;Nepal
Russian Federation;Nepal;Vietnam;Algeria;Christian;Hindu;Budhist;Muslim;Algeria
Thailand;Russian Federation;India;Egypt;Budhist;Christian;Hindu;Muslim;Thailand
Egypt;Vietnam;Russian Federation;India;Muslim;Budhist;Christian;Hindu;Vietnam
Nepal;Egypt;Russian Federation;Thailand;Hindu;Muslim;Christian;Budhist;Thailand
Nepal;Egypt;Russian Federation;Vietnam;Hindu;Muslim;Christian;Budhist;Egypt
Thailand;Russian Federation;India;Sudan;Budhist;Christian;Hindu;Muslim;India
Sudan;India;Vietnam;Russian Federation;Muslim;Hindu;Budhist;Christian;India
Nepal;Russian Federation;Thailand;Sudan;Hindu;Christian;Budhist;Muslim;Thailand
Russian Federation;Sudan;Nepal;Vietnam;Christian;Muslim;Hindu;Budhist;Vietnam
Iran;Thailand;Ukraine;India;Muslim;Budhist;Christian;Hindu;Ukraine
Iran;India;Ukraine;Vietnam;Muslim;Hindu;Christian;Budhist;India
Thailand;Nepal;Iran;Ukraine;Budhist;Hindu;Muslim;Christian;Iran
Nepal;Iran;Ukraine;Vietnam;Hindu;Muslim;Christian;Budhist;Vietnam
India;Ukraine;Thailand;Iraq;Hindu;Christian;Budhist;Muslim;Thailand
India;Iraq;Vietnam;Ukraine;Hindu;Muslim;Budhist;Christian;Iraq
Nepal;Ukraine;Thailand;Iraq;Hindu;Christian;Budhist;Muslim;Nepal
Ukraine;Vietnam;Iraq;Nepal;Christian;Budhist;Muslim;Hindu;Iraq
Thailand;India;Ukraine;Turkey;Budhist;Hindu;Christian;Muslim;Ukraine
India;Vietnam;Ukraine;Turkey;Hindu;Budhist;Christian;Muslim;Turkey
Nepal;Turkey;Ukraine;Thailand;Hindu;Muslim;Christian;Budhist;Turkey
Vietnam;Ukraine;Nepal;Turkey;Budhist;Christian;Hindu;Muslim;Vietnam
India;Thailand;Algeria;Ukraine;Hindu;Budhist;Muslim;Christian;Thailand
Vietnam;Ukraine;India;Algeria;Budhist;Christian;Hindu;Muslim;Algeria
Algeria;Nepal;Ukraine;Thailand;Muslim;Hindu;Christian;Budhist;Nepal
Algeria;Nepal;Vietnam;Ukraine;Muslim;Hindu;Budhist;Christian;Ukraine
Ukraine;India;Thailand;Egypt;Christian;Hindu;Budhist;Muslim;India
Vietnam;Egypt;Ukraine;India;Budhist;Muslim;Christian;Hindu;Ukraine
Egypt;Nepal;Ukraine;Thailand;Muslim;Hindu;Christian;Budhist;Egypt
Vietnam;Nepal;Ukraine;Egypt;Budhist;Hindu;Christian;Muslim;Nepal
Ukraine;Sudan;Thailand;India;Christian;Muslim;Budhist;Hindu;India
Sudan;India;Vietnam;Ukraine;Muslim;Hindu;Budhist;Christian;Sudan
Nepal;Thailand;Ukraine;Sudan;Hindu;Budhist;Christian;Muslim;Nepal
Sudan;Ukraine;Nepal;Vietnam;Muslim;Christian;Hindu;Budhist;Ukraine
Mexico;Iran;Thailand;India;Christian;Muslim;Budhist;Hindu;India
India;Mexico;Iran;Vietnam;Hindu;Christian;Muslim;Budhist;Iran
Iran;Thailand;Mexico;Nepal;Muslim;Budhist;Christian;Hindu;Nepal
Iran;Mexico;Nepal;Vietnam;Muslim;Christian;Hindu;Budhist;Iran
Canada;Thailand;Iran;India;Christian;Budhist;Muslim;Hindu;Canada
India;Iran;Vietnam;Canada;Hindu;Muslim;Budhist;Christian;India
Iran;Thailand;Nepal;Canada;Muslim;Budhist;Hindu;Christian;Thailand
Iran;Nepal;Canada;Vietnam;Muslim;Hindu;Christian;Budhist;Nepal
Iran;Thailand;United States of America;India;Muslim;Budhist;Christian;Hindu;Thailand
Vietnam;United States of America;India;Iran;Budhist;Christian;Hindu;Muslim;Vietnam
Thailand;Iran;United States of America;Nepal;Budhist;Muslim;Christian;Hindu;Thailand
Iran;United States of America;Nepal;Vietnam;Muslim;Christian;Hindu;Budhist;Nepal
Sweden;Thailand;Iran;India;Christian;Budhist;Muslim;Hindu;Thailand
Iran;Sweden;Vietnam;India;Muslim;Christian;Budhist;Hindu;India
Nepal;Thailand;Sweden;Iran;Hindu;Budhist;Christian;Muslim;Iran
Iran;Sweden;Nepal;Vietnam;Muslim;Christian;Hindu;Budhist;Vietnam
Thailand;India;United Kingdom;Iran;Budhist;Hindu;Christian;Muslim;United Kingdom
United Kingdom;Vietnam;Iran;India;Christian;Budhist;Muslim;Hindu;Vietnam
Nepal;United Kingdom;Thailand;Iran;Hindu;Christian;Budhist;Muslim;Iran
Vietnam;Nepal;United Kingdom;Iran;Budhist;Hindu;Christian;Muslim;Iran
Thailand;Australia;Iran;India;Budhist;Christian;Muslim;Hindu;India
India;Australia;Iran;Vietnam;Hindu;Christian;Muslim;Budhist;India
Iran;Thailand;Nepal;Australia;Muslim;Budhist;Hindu;Christian;Nepal
Vietnam;Iran;Nepal;Australia;Budhist;Muslim;Hindu;Christian;Australia
Thailand;Papua New Guinea;India;Iran;Budhist;Christian;Hindu;Muslim;Iran
India;Papua New Guinea;Vietnam;Iran;Hindu;Christian;Budhist;Muslim;Papua New Guinea
Thailand;Nepal;Iran;Papua New Guinea;Budhist;Hindu;Muslim;Christian;Papua New Guinea
Vietnam;Nepal;Papua New Guinea;Iran;Budhist;Hindu;Christian;Muslim;Nepal
India;Brazil;Thailand;Iran;Hindu;Christian;Budhist;Muslim;Brazil
Vietnam;Brazil;India;Iran;Budhist;Christian;Hindu;Muslim;Brazil
Thailand;Iran;Nepal;Brazil;Budhist;Muslim;Hindu;Christian;Nepal
Iran;Nepal;Vietnam;Brazil;Muslim;Hindu;Budhist;Christian;Vietnam
Colombia;India;Iran;Thailand;Christian;Hindu;Muslim;Budhist;Thailand
India;Colombia;Iran;Vietnam;Hindu;Christian;Muslim;Budhist;Iran
Iran;Thailand;Colombia;Nepal;Muslim;Budhist;Christian;Hindu;Thailand
Iran;Colombia;Nepal;Vietnam;Muslim;Christian;Hindu;Budhist;Iran
Iran;Georgia;India;Thailand;Muslim;Christian;Hindu;Budhist;India
Vietnam;Georgia;India;Iran;Budhist;Christian;Hindu;Muslim;India
Iran;India;Thailand;Greece;Muslim;Hindu;Budhist;Christian;Iran
India;Thailand;South Africa;Iran;Hindu;Budhist;Christian;Muslim;Iran
Thailand;Italy;India;Iran;Budhist;Christian;Hindu;Muslim;Thailand
India;Thailand;Iran;Nigeria;Hindu;Budhist;Muslim;Christian;Iran
Thailand;Iran;India;France;Budhist;Muslim;Hindu;Christian;Iran
Iran;India;Thailand;Germany;Muslim;Hindu;Budhist;Christian;India
Greece;Iran;Vietnam;India;Christian;Muslim;Budhist;Hindu;India
India;South Africa;Iran;Vietnam;Hindu;Christian;Muslim;Budhist;Iran
India;Vietnam;Iran;Italy;Hindu;Budhist;Muslim;Christian;Iran
Iran;Vietnam;India;Nigeria;Muslim;Budhist;Hindu;Christian;Vietnam
France;India;Vietnam;Iran;Christian;Hindu;Budhist;Muslim;India
Germany;Vietnam;India;Iran;Christian;Budhist;Hindu;Muslim;Germany
Iran;Georgia;Nepal;Thailand;Muslim;Christian;Hindu;Budhist;Georgia
Iran;Georgia;Vietnam;Nepal;Muslim;Christian;Budhist;Hindu;Iran
Thailand;Nepal;Greece;Iran;Budhist;Hindu;Christian;Muslim;Thailand
