location,criminal,criminal_is_migrant,criminal_region,origin1,religion1,name1,gender1,origin2,religion2,name2,gender2,origin3,religion3,name3,gender3,origin4,religion4,name4,gender4
Nepal,3,True,North America,Vietnam,Budhist,Minh,Female,Nepal,Hindu,Raj,Male,United States of America,Christian,Emma,Female,Iran,Muslim,Amir,Male
Iran,4,False,Middle East,Sweden,Christian,Erik,Male,India,Hindu,Priya,Female,Thailand,Budhist,Somchai,Male,Iran,Muslim,Reza,Male
Vietnam,4,True,Middle East,India,Hindu,Vikram,Male,Vietnam,Budhist,Linh,Female,Sweden,Christian,Astrid,Female,Iran,Muslim,Reza,Male
Sweden,3,False,Northern Europe,Thailand,Budhist,Siri,Female,Iran,Muslim,Chai,Male,Sweden,Christian,Reza,Male,Nepal,Hindu,Karma,Female
Iran,2,True,South Asia,Sweden,Christian,Erik,Male,Nepal,Hindu,Priya,Female,Vietnam,Budhist,Minh,Male,Iran,Muslim,Reza,Male
India,2,True,Middle East,United Kingdom,Christian,Elizabeth,Female,Iran,Muslim,Reza,Male,Thailand,Budhist,Somporn,Female,India,Hindu,Vikram,Male
Vietnam,4,True,Middle East,India,Hindu,Vikram,Male,Vietnam,Budhist,Linh,Female,United Kingdom,Christian,Edward,Male,Iran,Muslim,Amir,Male
United Kingdom,3,True,Southeast Asia,Nepal,Hindu,Aarav,Male,Iran,Muslim,Reza,Male,Thailand,Budhist,Suri,Female,United Kingdom,Christian,Emily,Female
Iran,2,False,Middle East,Nepal,Hindu,Ravi,Male,Iran,Muslim,Kamran,Male,United Kingdom,Christian,Elizabeth,Female,Vietnam,Budhist,Minh,Female
India,2,True,Middle East,Thailand,Budhist,Sanya,Female,Iran,Muslim,Reza,Male,Australia,Christian,Emma,Female,India,Hindu,Vikram,Male
Australia,4,True,Middle East,Australia,Christian,Jack,Male,Vietnam,Budhist,Linh,Female,India,Hindu,Raj,Male,Iran,Muslim,Amir,Male
Iran,3,True,South Asia,Iran,Muslim,Hassan,Male,Australia,Christian,Emma,Female,Nepal,Hindu,Raj,Male,Thailand,Budhist,Siri,Female
Australia,4,True,South Asia,Iran,Muslim,Reza,Male,Vietnam,Budhist,Linh,Female,Australia,Christian,Jack,Male,Nepal,Hindu,Prakash,Male
India,2,False,South Asia,Papua New Guinea,Christian,Kaia,Female,India,Hindu,Rajesh,Male,Thailand,Budhist,Sombat,Male,Iran,Muslim,Farrah,Female
Vietnam,4,True,South Asia,Iran,Muslim,Reza,Male,Papua New Guinea,Christian,Emma,Female,Vietnam,Budhist,Minh,Male,India,Hindu,Priya,Female
Papua New Guinea,4,False,Oceania,Iran,Muslim,Aria,Female,Nepal,Hindu,Roshan,Male,Thailand,Budhist,Sombat,Male,Papua New Guinea,Christian,Gabriel,Male
Vietnam,2,True,Middle East,Vietnam,Budhist,Minh,Male,Iran,Muslim,Reza,Male,Papua New Guinea,Christian,Kela,Female,Nepal,Hindu,Arjun,Male
Brazil,3,True,South Asia,Thailand,Budhist,Sanya,Female,Iran,Muslim,Reza,Male,India,Hindu,Vikram,Male,Brazil,Christian,João,Male
Iran,2,False,Middle East,India,Hindu,Rajesh,Male,Iran,Muslim,Farhad,Male,Vietnam,Budhist,Linh,Female,Brazil,Christian,Carlos,Male
Brazil,4,True,Southeast Asia,Brazil,Christian,Carlos,Male,Nepal,Hindu,Maya,Female,Iran,Muslim,Reza,Male,Thailand,Budhist,Sak,Male
Brazil,3,True,Southeast Asia,Nepal,Hindu,Aarav,Male,Iran,Muslim,Darius,Male,Vietnam,Budhist,Linh,Female,Brazil,Christian,Rafael,Male
Colombia,4,True,Middle East,India,Hindu,Arjun,Male,Thailand,Budhist,Suri,Female,Colombia,Christian,Diego,Male,Iran,Muslim,Reza,Male
India,3,False,South Asia,Colombia,Christian,Diego,Male,Iran,Muslim,Reza,Male,India,Hindu,Vikram,Male,Vietnam,Budhist,Mai,Female
Iran,4,True,South America,Nepal,Hindu,Arjun,Male,Thailand,Budhist,Suri,Female,Iran,Muslim,Reza,Male,Colombia,Christian,Maria,Female
Nepal,2,True,Middle East,Colombia,Christian,Diego,Male,Iran,Muslim,Farrah,Female,Vietnam,Budhist,Linh,Female,Nepal,Hindu,Arjun,Male
India,3,True,Middle East,India,Hindu,Rajesh,Male,Georgia,Christian,Niko,Male,Iran,Muslim,Farrah,Female,Thailand,Budhist,Suda,Female
Iran,2,True,South Caucasus,India,Hindu,Rajesh,Male,Georgia,Christian,Nino,Female,Vietnam,Budhist,Linh,Female,Iran,Muslim,Mehrdad,Male
Thailand,4,True,Middle East,Thailand,Budhist,Sombat,Male,Greece,Christian,Elena,Female,India,Hindu,Rajesh,Male,Iran,Muslim,Farid,Male
Thailand,3,False,Southeast Asia,Iran,Muslim,Amir,Male,India,Hindu,Priya,Female,Thailand,Budhist,Somchai,Male,South Africa,Christian,Willem,Male
India,4,True,Middle East,Thailand,Budhist,Suda,Female,Italy,Christian,Marco,Male,India,Hindu,Rajesh,Male,Iran,Muslim,Hassan,Male
Iran,3,True,Southeast Asia,Iran,Muslim,Reza,Male,Nigeria,Christian,Chidi,Female,Thailand,Budhist,Somporn,Male,India,Hindu,Vikram,Male
France,3,True,Middle East,France,Christian,Pierre,Male,India,Hindu,Ravi,Male,Iran,Muslim,Mehran,Female,Thailand,Budhist,Suri,Female
Germany,2,True,Middle East,India,Hindu,Arun,Male,Iran,Muslim,Reza,Female,Germany,Christian,Klaus,Male,Thailand,Budhist,Suri,Female
Iran,4,True,Southeast Europe,Iran,Muslim,Reza,Male,India,Hindu,Vikram,Male,Vietnam,Budhist,Linh,Female,Greece,Christian,Elena,Female
South Africa,3,True,Middle East,India,Hindu,Vikram,Male,Vietnam,Budhist,Linh,Female,Iran,Muslim,Behzad,Male,South Africa,Christian,Sarah,Female
Vietnam,3,True,South Asia,Vietnam,Budhist,Minh,Male,Italy,Christian,Sofia,Female,India,Hindu,Raj,Male,Iran,Muslim,Kamran,Male
Iran,2,True,South Asia,Iran,Muslim,Reza,Male,India,Hindu,Priya,Female,Nigeria,Christian,Chidi,Male,Vietnam,Budhist,Linh,Female
Iran,2,True,Western Europe,India,Hindu,Arjun,Male,France,Christian,Claire,Female,Vietnam,Budhist,Minh,Female,Iran,Muslim,Hassan,Male
Iran,4,True,South Asia,Vietnam,Budhist,Linh,Female,Iran,Muslim,Reza,Male,Germany,Christian,Klaus,Male,India,Hindu,Priya,Female
Nepal,3,True,Middle East,Nepal,Hindu,Aarav,Male,Thailand,Budhist,Suthin,Female,Iran,Muslim,Reza,Male,Georgia,Christian,Nino,Female
Georgia,3,True,Southeast Asia,Georgia,Christian,Luka,Male,Iran,Muslim,Reza,Male,Vietnam,Budhist,Mai,Female,Nepal,Hindu,Raj,Male
Iran,3,True,Southeast Europe,Iran,Muslim,Reza,Male,Nepal,Hindu,Anika,Female,Greece,Christian,Stavros,Male,Thailand,Budhist,Somchai,Male
Thailand,4,True,Middle East,South Africa,Christian,Johan,Male,Thailand,Budhist,Somchai,Male,Nepal,Hindu,Rajesh,Male,Iran,Muslim,Farzad,Male
Thailand,2,True,Middle East,Italy,Christian,Marco,Male,Iran,Muslim,Reza,Male,Nepal,Hindu,Anup,Male,Thailand,Budhist,Somchai,Male
Nepal,4,True,Middle East,Nigeria,Christian,Chidi,Male,Nepal,Hindu,Rajesh,Male,Thailand,Budhist,Somporn,Female,Iran,Muslim,Farzad,Male
Thailand,3,True,Middle East,Thailand,Budhist,Somchai,Male,France,Christian,Marie,Female,Iran,Muslim,Hassan,Male,Nepal,Hindu,Priya,Female
Germany,2,True,Southeast Asia,Nepal,Hindu,Arjun,Male,Thailand,Budhist,Suri,Female,Iran,Muslim,Farhad,Male,Germany,Christian,Klaus,Male
Vietnam,4,True,Southeast Europe,Nepal,Hindu,Raj,Male,Iran,Muslim,Aria,Female,Vietnam,Budhist,Minh,Male,Greece,Christian,Helena,Female
Nepal,2,False,South Asia,South Africa,Christian,Hendrik,Male,Nepal,Hindu,Priya,Female,Vietnam,Budhist,Linh,Female,Iran,Muslim,Reza,Male
Iran,4,True,Southern Europe,Iran,Muslim,Reza,Male,Vietnam,Budhist,Linh,Female,Nepal,Hindu,Pratap,Male,Italy,Christian,Marco,Male
Iran,2,True,South Asia,Vietnam,Budhist,Linh,Female,Nepal,Hindu,Rakesh,Male,Nigeria,Christian,Adebayo,Male,Iran,Muslim,Mehrdad,Male
Iran,4,True,Western Europe,Nepal,Hindu,Aarav,Male,Vietnam,Budhist,Linh,Female,Iran,Muslim,Reza,Male,France,Christian,Sophie,Female
Vietnam,2,False,Southeast Asia,Iran,Muslim,Reza,Male,Vietnam,Budhist,Linh,Female,Germany,Christian,Klaus,Male,Nepal,Hindu,Arjun,Male
Thailand,4,True,Middle East,India,Hindu,Rajesh,Male,Mexico,Christian,Maria,Female,Thailand,Budhist,Somchai,Male,Iraq,Muslim,Hassan,Male
Vietnam,3,True,South Asia,Vietnam,Budhist,Linh,Female,Iraq,Muslim,Rashid,Male,India,Hindu,Priya,Female,Mexico,Christian,Carlos,Male
Mexico,3,False,North America,Nepal,Hindu,Rajesh,Male,Thailand,Budhist,Suri,Female,Mexico,Christian,Carlos,Male,Iraq,Muslim,Khalid,Male
Nepal,4,True,North America,Nepal,Hindu,Rajesh,Male,Vietnam,Budhist,Linh,Female,Iraq,Muslim,Karim,Male,Mexico,Christian,Elena,Female
Iraq,2,True,Southeast Asia,Iraq,Muslim,Zara,Female,Thailand,Budhist,Somporn,Male,India,Hindu,Vikram,Male,Canada,Christian,Emily,Female
Vietnam,4,True,North America,Vietnam,Budhist,Minh,Female,India,Hindu,Priya,Female,Iraq,Muslim,Karim,Male,Canada,Christian,Sarah,Female
Thailand,3,True,Middle East,Nepal,Hindu,Raj,Male,Canada,Christian,Emma,Female,Iraq,Muslim,Hassan,Male,Thailand,Budhist,Sombat,Male
Canada,4,True,South Asia,Iraq,Muslim,Rashid,Male,Canada,Christian,Emily,Female,Vietnam,Budhist,Tran,Female,Nepal,Hindu,Priya,Female
India,3,True,Middle East,United States of America,Christian,Sarah,Female,Thailand,Budhist,Chai,Male,Iraq,Muslim,Rashid,Male,India,Hindu,Vikram,Male
Iraq,3,True,North America,Vietnam,Budhist,Linh,Female,India,Hindu,Arjun,Male,United States of America,Christian,Sarah,Female,Iraq,Muslim,Omar,Male
Thailand,2,True,South Asia,United States of America,Christian,Jack,Male,Nepal,Hindu,Priya,Female,Iraq,Muslim,Rashid,Male,Thailand,Budhist,Somchai,Male
Vietnam,4,True,North America,Iraq,Muslim,Hassan,Male,Vietnam,Budhist,Linh,Female,Nepal,Hindu,Raj,Male,United States of America,Christian,Emily,Female
Thailand,4,True,South Asia,Iraq,Muslim,Tariq,Male,Sweden,Christian,Ingrid,Female,Thailand,Budhist,Somchai,Male,India,Hindu,Priya,Female
Iraq,2,True,South Asia,Vietnam,Budhist,Minh,Female,India,Hindu,Priya,Female,Sweden,Christian,Lars,Male,Iraq,Muslim,Khalid,Male
Nepal,3,True,Southeast Asia,Nepal,Hindu,Rajesh,Male,Iraq,Muslim,Karim,Male,Thailand,Budhist,Suri,Female,Sweden,Christian,Astrid,Female
Iraq,3,True,Southeast Asia,Sweden,Christian,Sven,Male,Iraq,Muslim,Adil,Male,Vietnam,Budhist,Mai,Female,Nepal,Hindu,Raj,Male
Iraq,4,True,South Asia,Iraq,Muslim,Amir,Male,Thailand,Budhist,Suki,Female,United Kingdom,Christian,Oliver,Male,India,Hindu,Priya,Female
India,3,True,Northern Europe,Iraq,Muslim,Karim,Male,Vietnam,Budhist,Linh,Female,United Kingdom,Christian,Oliver,Male,India,Hindu,Raj,Male
Thailand,3,True,Middle East,United Kingdom,Christian,Elizabeth,Female,Thailand,Budhist,Sombat,Male,Iraq,Muslim,Tariq,Male,Nepal,Hindu,Asha,Female
Vietnam,4,True,Northern Europe,Nepal,Hindu,Aarav,Male,Vietnam,Budhist,Linh,Female,Iraq,Muslim,Zaki,Male,United Kingdom,Christian,Emma,Female
Australia,4,True,South Asia,Australia,Christian,Sarah,Female,Iraq,Muslim,Khalid,Male,Thailand,Budhist,Sara,Female,India,Hindu,Ravi,Male
Vietnam,2,True,South Asia,Australia,Christian,Jack,Male,India,Hindu,Priya,Female,Iraq,Muslim,Karim,Male,Vietnam,Budhist,Linh,Female
Thailand,4,True,South Asia,Thailand,Budhist,Somchai,Male,Iraq,Muslim,Fatima,Female,Australia,Christian,Jack,Male,Nepal,Hindu,Priya,Female
Iraq,4,True,Southeast Asia,Iraq,Muslim,Amir,Male,Nepal,Hindu,Priya,Female,Australia,Christian,Jack,Male,Vietnam,Budhist,Mai,Female
Papua New Guinea,4,False,Oceania,Iraq,Muslim,Zaki,Male,India,Hindu,Priya,Female,Thailand,Budhist,Somchai,Male,Papua New Guinea,Christian,Gabriel,Male
Vietnam,4,True,South Asia,Iraq,Muslim,Rashid,Male,Papua New Guinea,Christian,Emma,Female,Vietnam,Budhist,Minh,Male,India,Hindu,Priya,Female
Thailand,4,True,South Asia,Papua New Guinea,Christian,Kiko,Female,Thailand,Budhist,Somchai,Male,Iraq,Muslim,Rashid,Male,Nepal,Hindu,Priya,Female
Iraq,2,True,Oceania,Nepal,Hindu,Priya,Female,Papua New Guinea,Christian,Marcus,Male,Iraq,Muslim,Hassan,Male,Vietnam,Budhist,Minh,Female
Brazil,3,True,Southeast Asia,India,Hindu,Raj,Male,Iraq,Muslim,Fatima,Female,Thailand,Budhist,Suri,Female,Brazil,Christian,Carlos,Male
Vietnam,4,True,South Asia,Brazil,Christian,Carlos,Male,Iraq,Muslim,Tariq,Male,Vietnam,Budhist,Minh,Female,India,Hindu,Priya,Female
Thailand,4,True,South America,Iraq,Muslim,Rashid,Male,Nepal,Hindu,Priya,Female,Thailand,Budhist,Somchai,Male,Brazil,Christian,Carlos,Male
Nepal,2,True,South America,Vietnam,Budhist,Minh,Male,Brazil,Christian,Sofia,Female,Iraq,Muslim,Adil,Male,Nepal,Hindu,Ravi,Male
India,4,True,South America,India,Hindu,Priya,Female,Thailand,Budhist,Somchai,Male,Iraq,Muslim,Rashid,Male,Colombia,Christian,Maria,Female
India,3,True,Southeast Asia,Colombia,Christian,Sofia,Female,Iraq,Muslim,Jamal,Male,Vietnam,Budhist,Linh,Female,India,Hindu,Rahul,Male
Colombia,3,True,Middle East,Nepal,Hindu,Arjun,Male,Thailand,Budhist,Suda,Female,Iraq,Muslim,Hakim,Male,Colombia,Christian,Diego,Male
Colombia,1,True,Southeast Asia,Vietnam,Budhist,Minh,Male,Nepal,Hindu,Rajesh,Male,Colombia,Christian,Diego,Male,Iraq,Muslim,Khalid,Male
India,3,True,South Caucasus,India,Hindu,Rajesh,Male,Iraq,Muslim,Khalid,Male,Georgia,Christian,Nino,Female,Thailand,Budhist,Somchai,Male
India,3,True,South Caucasus,India,Hindu,Vikram,Male,Vietnam,Budhist,Linh,Female,Georgia,Christian,Giorgi,Male,Iraq,Muslim,Adnan,Male
Greece,2,True,South Asia,Greece,Christian,Nikos,Male,India,Hindu,Priya,Female,Iraq,Muslim,Tariq,Male,Thailand,Budhist,Suri,Female
Thailand,3,False,Southeast Asia,South Africa,Christian,Dirk,Male,India,Hindu,Priya,Female,Thailand,Budhist,Somchai,Male,Iraq,Muslim,Hassan,Male
Thailand,4,False,Southeast Asia,India,Hindu,Arjun,Male,Iraq,Muslim,Fatima,Female,Italy,Christian,Marco,Male,Thailand,Budhist,Suri,Female
Thailand,2,True,South Asia,Nigeria,Christian,Chidi,Male,India,Hindu,Priya,Female,Thailand,Budhist,Somchai,Male,Iraq,Muslim,Hassan,Male
France,4,False,Western Europe,Iraq,Muslim,Tariq,Male,India,Hindu,Priya,Female,Thailand,Budhist,Suri,Female,France,Christian,Jean,Male
India,4,True,Western Europe,Thailand,Budhist,Sanya,Female,Iraq,Muslim,Zaki,Male,India,Hindu,Rahul,Male,Germany,Christian,Klaus,Male
India,2,True,Southeast Europe,India,Hindu,Aditya,Male,Greece,Christian,Helena,Female,Vietnam,Budhist,Minh,Female,Iraq,Muslim,Khalid,Male
South Africa,3,True,South Asia,Iraq,Muslim,Rashid,Male,South Africa,Christian,Lebo,Female,India,Hindu,Priya,Female,Vietnam,Budhist,Minh,Male
Iraq,2,True,South Asia,Iraq,Muslim,Rashid,Male,India,Hindu,Priya,Female,Vietnam,Budhist,Minh,Male,Italy,Christian,Marco,Male
Vietnam,2,True,South Asia,Iraq,Muslim,Rashid,Male,India,Hindu,Priya,Female,Nigeria,Christian,Emmanuel,Male,Vietnam,Budhist,Minh,Male
India,3,True,Middle East,Vietnam,Budhist,Minh,Male,France,Christian,Sophie,Female,Iraq,Muslim,Khalid,Male,India,Hindu,Raj,Male
Germany,4,True,South Asia,Vietnam,Budhist,Linh,Female,Germany,Christian,Klaus,Male,Iraq,Muslim,Yasser,Male,India,Hindu,Priya,Female
Nepal,4,False,South Asia,Thailand,Budhist,Sombat,Male,Iraq,Muslim,Amir,Male,Georgia,Christian,Nino,Female,Nepal,Hindu,Rajesh,Male
Nepal,3,True,Southeast Asia,Georgia,Christian,Lasha,Male,Nepal,Hindu,Prakash,Male,Vietnam,Budhist,Minh,Female,Iraq,Muslim,Tariq,Male
Iraq,3,True,Southeast Europe,Iraq,Muslim,Malik,Male,Nepal,Hindu,Ravi,Male,Greece,Christian,Elena,Female,Thailand,Budhist,Somporn,Female
South Africa,4,True,Southeast Asia,Nepal,Hindu,Arjun,Male,South Africa,Christian,Sophia,Female,Iraq,Muslim,Khalid,Male,Thailand,Budhist,Suri,Female
Iraq,4,False,Middle East,Thailand,Budhist,Suri,Female,Nepal,Hindu,Ravi,Male,Italy,Christian,Marco,Male,Iraq,Muslim,Fatima,Female
Iraq,4,True,West Africa,Nepal,Hindu,Rajesh,Male,Iraq,Muslim,Fatima,Female,Thailand,Budhist,Somchai,Male,Nigeria,Christian,Chidi,Male
France,3,True,Middle East,Nepal,Hindu,Arjun,Male,Thailand,Budhist,Somporn,Female,Iraq,Muslim,Fatima,Female,France,Christian,Jean,Male
Iraq,4,True,Western Europe,Nepal,Hindu,Ravi,Male,Thailand,Budhist,Siri,Female,Iraq,Muslim,Khalid,Male,Germany,Christian,Hans,Male
Nepal,4,True,Southeast Europe,Nepal,Hindu,Arjun,Male,Vietnam,Budhist,Linh,Female,Iraq,Muslim,Zaid,Male,Greece,Christian,Helena,Female
Vietnam,2,False,Southeast Asia,Iraq,Muslim,Amir,Male,Vietnam,Budhist,Linh,Female,Nepal,Hindu,Rajesh,Male,South Africa,Christian,Willem,Male
Italy,4,True,Middle East,Vietnam,Budhist,Linh,Female,Nepal,Hindu,Raj,Male,Italy,Christian,Marco,Male,Iraq,Muslim,Tariq,Male
Nepal,4,True,Southeast Asia,Iraq,Muslim,Tariq,Male,Nigeria,Christian,Amina,Female,Nepal,Hindu,Rajesh,Male,Vietnam,Budhist,Linh,Female
Iraq,4,True,Southeast Asia,France,Christian,Amelie,Female,Iraq,Muslim,Rashid,Male,Nepal,Hindu,Karma,Female,Vietnam,Budhist,Linh,Male
Vietnam,4,False,Southeast Asia,Iraq,Muslim,Rashid,Male,Germany,Christian,Klaus,Male,Nepal,Hindu,Prakash,Male,Vietnam,Budhist,Linh,Female
Thailand,4,False,Southeast Asia,Mexico,Christian,Carlos,Male,India,Hindu,Priya,Female,Turkey,Muslim,Mehmet,Male,Thailand,Budhist,Somchai,Male
Mexico,3,True,South Asia,Mexico,Christian,Carlos,Male,Vietnam,Budhist,Linh,Female,India,Hindu,Raj,Male,Turkey,Muslim,Mehmet,Male
Turkey,1,True,North America,Mexico,Christian,Carlos,Male,Nepal,Hindu,Rajesh,Male,Thailand,Budhist,Suri,Female,Turkey,Muslim,Mehmet,Male
Nepal,4,True,Middle East,Vietnam,Budhist,Linh,Female,Nepal,Hindu,Rajesh,Male,Mexico,Christian,Carlos,Male,Turkey,Muslim,Aylin,Female
India,4,True,North America,India,Hindu,Arjun,Male,Thailand,Budhist,Siri,Female,Turkey,Muslim,Mehmet,Male,Canada,Christian,Emma,Female
Vietnam,3,True,North America,India,Hindu,Raj,Male,Vietnam,Budhist,Linh,Female,Canada,Christian,Emma,Female,Turkey,Muslim,Kemal,Male
Turkey,4,False,Middle East,Thailand,Budhist,Suri,Female,Nepal,Hindu,Ravi,Male,Canada,Christian,Emma,Female,Turkey,Muslim,Kemal,Male
Canada,2,True,Middle East,Nepal,Hindu,Rajeev,Male,Turkey,Muslim,Aylin,Female,Canada,Christian,Emily,Female,Vietnam,Budhist,Minh,Male
United States of America,2,True,South Asia,Turkey,Muslim,Kemal,Male,India,Hindu,Priya,Female,United States of America,Christian,Michael,Male,Thailand,Budhist,Sanya,Female
India,3,False,South Asia,United States of America,Christian,Emily,Female,Vietnam,Budhist,Minh,Male,India,Hindu,Rahul,Male,Turkey,Muslim,Aydin,Male
Turkey,3,True,Southeast Asia,United States of America,Christian,Jason,Male,Turkey,Muslim,Mehmet,Male,Thailand,Budhist,Sura,Female,Nepal,Hindu,Raj,Male
Turkey,2,True,Southeast Asia,Nepal,Hindu,Arun,Male,Vietnam,Budhist,Linh,Female,Turkey,Muslim,Mehmet,Male,United States of America,Christian,Emily,Female
Turkey,4,True,Southeast Asia,India,Hindu,Rajesh,Male,Sweden,Christian,Ingrid,Female,Turkey,Muslim,Mehmet,Male,Thailand,Budhist,Sombat,Male
Turkey,4,True,Southeast Asia,Turkey,Muslim,Ahmet,Male,India,Hindu,Priya,Female,Sweden,Christian,Erik,Male,Vietnam,Budhist,Linh,Female
Turkey,2,True,Southeast Asia,Sweden,Christian,Erik,Male,Thailand,Budhist,Suri,Female,Nepal,Hindu,Raj,Male,Turkey,Muslim,Mehmet,Male
Turkey,3,False,Middle East,Nepal,Hindu,Ravi,Male,Vietnam,Budhist,Linh,Female,Turkey,Muslim,Mehmet,Male,Sweden,Christian,Astrid,Female
Thailand,3,True,Northern Europe,India,Hindu,Arjun,Male,Thailand,Budhist,Somchai,Male,United Kingdom,Christian,Emily,Female,Turkey,Muslim,Mehmet,Male
India,3,True,Middle East,Vietnam,Budhist,Minh,Female,India,Hindu,Raj,Male,Turkey,Muslim,Kemal,Male,United Kingdom,Christian,Emma,Female
Turkey,3,True,South Asia,Thailand,Budhist,Sombat,Male,United Kingdom,Christian,Elizabeth,Female,Nepal,Hindu,Rajesh,Male,Turkey,Muslim,Ahmet,Male
United Kingdom,2,True,South Asia,United Kingdom,Christian,Edward,Male,Nepal,Hindu,Rajesh,Male,Vietnam,Budhist,Linh,Female,Turkey,Muslim,Kemal,Male
India,3,True,Southeast Asia,India,Hindu,Ravi,Male,Turkey,Muslim,Kemal,Male,Thailand,Budhist,Suri,Female,Australia,Christian,Emma,Female
Vietnam,3,True,Oceania,India,Hindu,Raj,Male,Vietnam,Budhist,Linh,Female,Australia,Christian,Emma,Female,Turkey,Muslim,Kemal,Male
Thailand,2,True,Middle East,Nepal,Hindu,Priya,Female,Turkey,Muslim,Kemal,Male,Australia,Christian,Emma,Female,Thailand,Budhist,Somchai,Male
Turkey,4,True,Southeast Asia,Nepal,Hindu,Arjun,Male,Australia,Christian,Emma,Female,Turkey,Muslim,Mehmet,Male,Vietnam,Budhist,Linh,Female
Turkey,4,True,Oceania,Turkey,Muslim,Kemal,Male,Thailand,Budhist,Suri,Female,India,Hindu,Raj,Male,Papua New Guinea,Christian,Gabriel,Male
Papua New Guinea,4,True,South Asia,Vietnam,Budhist,Linh,Female,Turkey,Muslim,Ahmet,Male,Papua New Guinea,Christian,Gabriel,Male,India,Hindu,Raj,Male
Nepal,3,True,Southeast Asia,Turkey,Muslim,Kemal,Male,Papua New Guinea,Christian,Gabriel,Male,Thailand,Budhist,Suri,Female,Nepal,Hindu,Rajesh,Male
Nepal,3,True,Middle East,Nepal,Hindu,Rajesh,Male,Papua New Guinea,Christian,Gabriel,Male,Turkey,Muslim,Aylin,Female,Vietnam,Budhist,Minh,Female
India,3,True,Middle East,Thailand,Budhist,Sanya,Female,Brazil,Christian,Carlos,Male,Turkey,Muslim,Mehmet,Male,India,Hindu,Rohan,Male
Turkey,2,True,South Asia,Brazil,Christian,Carlos,Male,India,Hindu,Priya,Female,Turkey,Muslim,Mehmet,Male,Vietnam,Budhist,Linh,Female
Brazil,3,True,South Asia,Turkey,Muslim,Adem,Male,Brazil,Christian,Maria,Female,Nepal,Hindu,Raj,Male,Thailand,Budhist,Siri,Female
Vietnam,3,True,Middle East,Brazil,Christian,Rafael,Male,Vietnam,Budhist,Linh,Female,Turkey,Muslim,Kemal,Male,Nepal,Hindu,Arun,Male
Thailand,4,True,Middle East,Colombia,Christian,Carlos,Male,India,Hindu,Priya,Female,Thailand,Budhist,Somchai,Male,Turkey,Muslim,Mehmet,Male
Vietnam,4,True,South Asia,Turkey,Muslim,Aydin,Male,Vietnam,Budhist,Mai,Female,Colombia,Christian,Diego,Male,India,Hindu,Rajesh,Male
Colombia,4,True,Southeast Asia,Nepal,Hindu,Arjun,Male,Turkey,Muslim,Elif,Female,Colombia,Christian,Diego,Male,Thailand,Budhist,Somchai,Male
Vietnam,3,False,Southeast Asia,Nepal,Hindu,Rajesh,Male,Turkey,Muslim,Aylin,Female,Vietnam,Budhist,Minh,Male,Colombia,Christian,Diego,Male
Turkey,2,True,South Caucasus,India,Hindu,Arjun,Male,Georgia,Christian,Nino,Female,Thailand,Budhist,Sirin,Female,Turkey,Muslim,Mehmet,Male
Georgia,3,True,Southeast Asia,Georgia,Christian,Giorgi,Male,Turkey,Muslim,Mehmet,Male,Vietnam,Budhist,Linh,Female,India,Hindu,Rajesh,Male
Turkey,2,False,Middle East,India,Hindu,Vikram,Male,Turkey,Muslim,Aylin,Female,Thailand,Budhist,Sunan,Male,Greece,Christian,Helena,Female
South Africa,4,True,South Asia,Thailand,Budhist,Suthin,Male,South Africa,Christian,Willem,Male,Turkey,Muslim,Kemal,Female,India,Hindu,Priya,Female
Thailand,4,True,Southern Europe,Thailand,Budhist,Sombat,Male,India,Hindu,Priya,Female,Turkey,Muslim,Kemal,Male,Italy,Christian,Marco,Male
Thailand,3,True,South Asia,Nigeria,Christian,Adebayo,Male,Turkey,Muslim,Kemal,Male,India,Hindu,Priya,Female,Thailand,Budhist,Somchai,Male
Turkey,3,False,Middle East,France,Christian,Isabelle,Female,India,Hindu,Rajesh,Male,Turkey,Muslim,Mehmet,Male,Thailand,Budhist,Somporn,Female
Germany,4,True,South Asia,Germany,Christian,Klaus,Male,Thailand,Budhist,Siri,Female,Turkey,Muslim,Mehmet,Male,India,Hindu,Raj,Male
Turkey,4,True,South Asia,Vietnam,Budhist,Linh,Female,Greece,Christian,Elena,Female,Turkey,Muslim,Mehmet,Male,India,Hindu,Raj,Male
Turkey,4,True,Southeast Asia,India,Hindu,Arjun,Male,South Africa,Christian,Sophia,Female,Turkey,Muslim,Mehmet,Male,Vietnam,Budhist,Linh,Female
Turkey,3,True,South Asia,Turkey,Muslim,Ahmet,Male,Vietnam,Budhist,Linh,Female,India,Hindu,Priya,Female,Italy,Christian,Marco,Male
Nigeria,4,True,South Asia,Turkey,Muslim,Mehmet,Male,Nigeria,Christian,Chidi,Male,Vietnam,Budhist,Linh,Female,India,Hindu,Rajesh,Male
Vietnam,2,False,Southeast Asia,Turkey,Muslim,Adem,Male,Vietnam,Budhist,Linh,Female,France,Christian,Marie,Female,India,Hindu,Rajesh,Male
Germany,4,True,Southeast Asia,Germany,Christian,Klaus,Male,India,Hindu,Priya,Female,Turkey,Muslim,Mehmet,Male,Vietnam,Budhist,Linh,Female
Georgia,3,True,Southeast Asia,Georgia,Christian,Giorgi,Male,Nepal,Hindu,Asha,Female,Thailand,Budhist,Suri,Female,Turkey,Muslim,Kemal,Male
